snippet,intent
"gzip.open(filename, newline=None)","Open a gzip-compressed file in binary or text `mode` , returning a file object . The `filename` argument can be an actual filename ( a str or bytes object ) , or an existing file object to read from or write to . In this case , the `encoding` , `errors` and `newline` arguments must not be provided ."
"bdb.effective(file, line, frame)","Determine if there is an effective ( active ) breakpoint at this `line` of code . With arguments `file`, `frame`."
IMAP4.expunge(),Permanently remove deleted items from selected mailbox .
csvwriter.writerow(row),"Write the `row` parameter to the writer ’ s file object , formatted according to the current dialect ."
operator.__not__(obj),Return the outcome of not `obj` .
mailcap.findmatch(caps),"Return a 2-tuple ; the first element is a string containing the command line to be executed ( which can be passed to os.system ( ) ) , and the second element is the mailcap entry for a given MIME type . With arguments `caps`."
urllib.request.HTTPCookieProcessor(cookiejar=None),A class to handle HTTP Cookies . With arguments `cookiejar`.
IMAP4.select(),Select a `mailbox` .
time.ctime(secs),"Convert a time expressed in seconds since the epoch to a string representing local time . If `secs` is not provided or None , the current time as returned by time ( ) is used ."
"open(file, mode='r', buffering=-1)",Open `file` and return a corresponding file object . `mode` is an optional string that specifies the mode in which the file is opened . `buffering` is an optional integer used to set the buffering policy .
del d[key],Remove d[key] from d.  Raises a KeyError if key is not in the map.
"os.getrandom(size, flags=0)",Get up to `size` random bytes . The `flags` argument is a bit mask that can contain zero or more of the following values ORed together : os.GRND_RANDOM and GRND_NONBLOCK .
"difflib.context_diff(a, b, n=3)",Compare `a` and `b` ( lists of strings ) ; return a delta ( a generator generating the delta lines ) in context diff format . The number of context lines is set by `n` which defaults to three .
@test.support.run_with_tz(tz),"A decorator for running a function in a specific timezone , correctly resetting it after it has finished . With arguments `tz`."
"code.InteractiveConsole(filename=""<console>"")",Closely emulate the behavior of the interactive Python interpreter . With arguments `filename`.
"cgi.escape(s, quote=False)","Convert the characters ' & ' , ' < ' and ' > ' in string `s` to HTML-safe sequences . If the optional flag `quote` is true , the quotation mark character ( `` ) is also translated ; this helps for inclusion in an HTML attribute value delimited by double quotes , as in < a href= '' ... '' > ."
sorted(iterable),Return a new sorted list from the items in `iterable` .
list(d),Return a list of all the keys used in the dictionary `d` .
"logging.LoggerAdapter(logger, extra)","Returns an instance of LoggerAdapter initialized with an underlying Logger instance and a dict-like object . With arguments `logger`, `extra`."
POP3.user(username),"Send user command , response should indicate that a password is required . With arguments `username`."
"test_loader.discover(start_dir, pattern='test*.py')","Find all the test modules by recursing into subdirectories from the specified start directory , and return a TestSuite object containing them . `start_dir` can be a dotted module name as well as a directory . Only test files that match `pattern` will be loaded ."
"zipfile.ZipInfo(1, 1, 0, 0, 0))","Class used to represent information about a member of an archive . With arguments `1`, `1`, `0`, `0`, `0)`."
FTP.set_pasv(val),"Enable “ passive ” mode if `val` is true , otherwise disable passive mode ."
"mailcap.findmatch(caps, filename='/dev/null')","Return a 2-tuple ; the first element is a string containing the command line to be executed ( which can be passed to os.system ( ) ) , and the second element is the mailcap entry for a given MIME type . `filename` is the filename to be substituted for % s in the command line ; the default value is '/dev/null ' which is almost certainly not what you want , so usually you ’ ll override it by specifying a filename . With arguments `caps`."
"cmath.rect(r, phi)",Return the complex number x with polar coordinates `r` and `phi` .
asyncio.set_event_loop(loop),Set `loop` as a current event loop for the current OS thread .
"text_calendar.formatyear(theyear, w=2, c=6)","Return a m-column calendar for an entire year as a multi-line string . Optional parameters `w` , `l` , and `c` are for date column width , lines per week , and number of spaces between month columns , respectively . With arguments `theyear`."
socket.gethostbyname(hostname),Translate a host name to IPv4 address format . With arguments `hostname`.
"plistlib.loads(data, fmt=None)","Load a plist from a bytes object . With arguments `data`, `fmt`."
"audioop.bias(fragment, width, bias)",Return a `fragment` that is the original fragment with a `bias` added to each sample . With arguments `width`.
readline.get_history_item(index),Return the current contents of history item at `index` .
"Node.toprettyxml(newl=""\n"", encoding=None)",Return a pretty-printed version of the document . `indent` specifies the indentation string and defaults to a tabulator ; `newl` specifies the string emitted at the end of each line and defaults to \n . The `encoding` argument behaves like the corresponding argument of toxml ( ) .
"asyncore.loop(timeout, use_poll, map, count)","Enter a polling loop that terminates after `count` passes or all open channels have been closed . The `timeout` argument sets the timeout parameter for the appropriate select ( ) or poll ( ) call , measured in seconds ; the default is 30 seconds . The `use_poll` parameter , if true , indicates that poll ( ) should be used in preference to select ( ) ( the default is False ) . The `map` parameter is a dictionary whose items are the channels to watch ."
"cmath.isclose(a, b)",Return True if the values `a` and `b` are close to each other and False otherwise .
datetime.time(second=0),All arguments are optional . With arguments `second`.
socket_handler.send(packet),Send a pickled byte-string `packet` to the socket .
parser.parsestr(text),"Similar to the parse ( ) method , except it takes a string object instead of a file-like object . Calling this method on a string is equivalent to wrapping `text` in a StringIO instance first and calling parse ( ) ."
